what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.400.v20110305-1450,"org.eclipse.jdt.apt.pluggable.core",1405494657766
started,bundle,org.eclipse.jdt.core.manipulation,1.4.0.v20110928-1453,"org.eclipse.jdt.core.manipulation",1405494657766
started,bundle,org.eclipse.jdt.launching,3.6.1.v20111006_r372,"org.eclipse.jdt.launching",1405494657766
started,bundle,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui",1405494657766
started,bundle,org.eclipse.jface,3.7.0.v20110928-1505,"org.eclipse.jface",1405494657813
started,bundle,org.eclipse.jsch.core,1.1.300.I20110514-0800,"org.eclipse.jsch.core",1405494657813
started,bundle,org.eclipse.jst.ws.jaxws.utils,1.0.100.v201201031437,"org.eclipse.jst.ws.jaxws.utils",1405494657813
started,bundle,org.eclipse.ltk.core.refactoring,3.5.201.r372_v20111101-0700,"org.eclipse.ltk.core.refactoring",1405494657813
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring",1405494657813
started,bundle,org.eclipse.pde.launching,3.6.0.v20110506,"org.eclipse.pde.launching",1405494657813
started,bundle,org.eclipse.pde.ui,3.6.100.v20120103_r372,"org.eclipse.pde.ui",1405494657875
started,bundle,org.eclipse.search,3.7.0.v20110928-1504,"org.eclipse.search",1405494657875
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1405494657891
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1405494657891
started,bundle,org.eclipse.team.ui,3.6.101.R37x_v20111109-0800,"org.eclipse.team.ui",1405494657891
started,bundle,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui",1405494657969
started,bundle,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console",1405494657969
started,bundle,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.editors",1405494657969
started,bundle,org.eclipse.ui.forms,3.5.101.v20111011-1919,"org.eclipse.ui.forms",1405494657969
started,bundle,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.ide",1405494658063
started,bundle,org.eclipse.ui.net,1.2.100.v20111208-1155,"org.eclipse.ui.net",1405494658063
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1405494658063
started,bundle,org.eclipse.ui.views.log,1.0.200.v20110404,"org.eclipse.ui.views.log",1405494658063
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1405494658110
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1405494658110
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1405494658110
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.201.v201201101553,"org.eclipse.wst.common.project.facet.core",1405494658110
started,bundle,org.eclipse.wst.web,1.1.501.v201201190400,"org.eclipse.wst.web",1405494658110
started,bundle,org.eclipse.mylyn.bugzilla.core,3.8.3.v20130107-0100,"org.eclipse.mylyn.bugzilla.core",1405494658110
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.8.3.v20130107-0100,"org.eclipse.mylyn.bugzilla.ui",1405494658126
started,bundle,org.eclipse.mylyn.commons.core,3.8.3.v20130107-0100,"org.eclipse.mylyn.commons.core",1405494658126
started,bundle,org.eclipse.mylyn.commons.net,3.8.3.v20130107-0100,"org.eclipse.mylyn.commons.net",1405494658126
started,bundle,org.eclipse.mylyn.commons.notifications.core,1.0.3.v20130107-0100,"org.eclipse.mylyn.commons.notifications.core",1405494658126
started,bundle,org.eclipse.mylyn.commons.notifications.feed,1.0.3.v20130107-0100,"org.eclipse.mylyn.commons.notifications.feed",1405494658126
started,bundle,org.eclipse.mylyn.commons.notifications.ui,1.0.3.v20130107-0100,"org.eclipse.mylyn.commons.notifications.ui",1405494658126
started,bundle,org.eclipse.mylyn.commons.ui,3.8.3.v20130107-0100,"org.eclipse.mylyn.commons.ui",1405494658126
started,bundle,org.eclipse.mylyn.commons.workbench,3.8.3.v20130107-0100,"org.eclipse.mylyn.commons.workbench",1405494658126
started,bundle,org.eclipse.mylyn.context.core,3.8.3.v20130107-0100,"org.eclipse.mylyn.context.core",1405494658126
started,bundle,org.eclipse.mylyn.context.tasks.ui,3.8.3.v20130107-0100,"org.eclipse.mylyn.context.tasks.ui",1405494658141
started,bundle,org.eclipse.mylyn.monitor.ui,3.8.3.v20130107-0100,"org.eclipse.mylyn.monitor.ui",1405494658141
started,bundle,org.eclipse.mylyn.tasks.index.core,3.8.3.v20130107-0100,"org.eclipse.mylyn.tasks.index.core",1405494658141
started,bundle,org.eclipse.mylyn.tasks.ui,3.8.3.v20130107-0100,"org.eclipse.mylyn.tasks.ui",1405494658141
started,bundle,org.codehaus.groovy,2.0.7.xx-20130703-1500-e37-RELEASE,"org.codehaus.groovy",1405494658219
started,bundle,org.codehaus.groovy.eclipse.compilerResolver,2.8.0.xx-20130703-1500-e37-RELEASE,"org.codehaus.groovy.eclipse.compilerResolver",1405494658219
started,bundle,org.codehaus.groovy.eclipse.core,2.8.0.xx-20130703-1500-e37-RELEASE,"org.codehaus.groovy.eclipse.core",1405494658219
started,bundle,org.eclipse.jdt.core,3.7.3.xx-20130703-1500-e37-RELEASE,"org.eclipse.jdt.core",1405494658219
started,bundle,org.eclipse.jdt.groovy.core,2.8.0.xx-20130703-1500-e37-RELEASE,"org.eclipse.jdt.groovy.core",1405494658219
os,sysinfo,,,"win32",1405494658235
arch,sysinfo,,,"x86",1405494658235
ws,sysinfo,,,"win32",1405494658235
locale,sysinfo,,,"en_CA",1405494658235
processors,sysinfo,,,"8",1405494658235
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1405494658235
java.runtime.version,sysinfo,,,"1.7.0_45-b18",1405494658235
java.specification.name,sysinfo,,,"Java Platform API Specification",1405494658235
java.specification.vendor,sysinfo,,,"Oracle Corporation",1405494658235
java.specification.version,sysinfo,,,"1.7",1405494658235
java.vendor,sysinfo,,,"Oracle Corporation",1405494658235
java.version,sysinfo,,,"1.7.0_45",1405494658235
java.vm.info,sysinfo,,,"mixed mode",1405494658235
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1405494658235
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1405494658235
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1405494658235
java.vm.specification.version,sysinfo,,,"1.7",1405494658235
java.vm.vendor,sysinfo,,,"Oracle Corporation",1405494658235
java.vm.version,sysinfo,,,"24.45-b08",1405494658235
started,bundle,org.eclipse.team.cvs.ui,3.3.401.v20120126-1227,"org.eclipse.team.cvs.ui",1405494659313
opened,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1405494660470
started,bundle,org.eclipse.mylyn.java.tasks,3.8.3.v20130107-0100,"org.eclipse.mylyn.java.tasks",1405494668471
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1405494668612
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1405494668846
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1405494676254
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1405494678067
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1405494679239
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1405494679614
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1405494680693
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1405494680724
started,bundle,org.eclipse.dltk.core,3.0.1.v20110823,"org.eclipse.dltk.core",1405494681036
started,bundle,org.eclipse.dltk.launching,3.0.0.v20110423,"org.eclipse.dltk.launching",1405494681083
started,bundle,org.eclipse.dltk.ui,3.0.1.v20110823,"org.eclipse.dltk.ui",1405494681146
started,bundle,org.eclipse.mylyn.team.ui,3.8.3.v20130107-0100,"org.eclipse.mylyn.team.ui",1405494681146
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1405494696336
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1405494696602
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1405494705759
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1405494731624
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1405497317951
started,bundle,org.eclipse.jdt.debug,3.7.1.v20111006_r372,"org.eclipse.jdt.debug",1405497320608
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1405497320780
started,bundle,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui",1405497321217
started,bundle,org.codehaus.groovy.eclipse.ui,2.8.0.xx-20130703-1500-e37-RELEASE,"org.codehaus.groovy.eclipse.ui",1405497321326
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1405497324827
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1405497324968
started,bundle,org.eclipse.ui.navigator,3.5.101.v20120106-1355,"org.eclipse.ui.navigator",1405497324968
started,bundle,org.eclipse.jdt.junit,3.7.0.v20110928-1453,"org.eclipse.jdt.junit",1405497325108
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1405497331469
started,bundle,org.codehaus.groovy.eclipse.dsl,2.8.0.xx-20130703-1500-e37-RELEASE,"org.codehaus.groovy.eclipse.dsl",1405497331625
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1405497334360
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1405497341908
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1405497385025
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1405497385807
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1405498076729
started,bundle,org.codehaus.groovy.eclipse.quickfix,2.8.0.xx-20130703-1500-e37-RELEASE,"org.codehaus.groovy.eclipse.quickfix",1405498083231
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1405498106954
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1405498112564
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1405498113346
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1405498114283
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1405499738153
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1405499746873
started,bundle,org.eclipse.wst.ws.service.policy.ui,1.0.300.v201108240515,"org.eclipse.wst.ws.service.policy.ui",1405499747686
started,bundle,org.eclipse.wst.ws.service.policy,1.0.303.v201009221810,"org.eclipse.wst.ws.service.policy",1405499747701
started,bundle,org.eclipse.wst.command.env,1.0.409.v201004211805,"org.eclipse.wst.command.env",1405499747889
started,bundle,org.eclipse.wst.ws,1.1.203.v201004211805,"org.eclipse.wst.ws",1405499747889
started,bundle,org.eclipse.wst.common.frameworks.ui,1.2.100.v201105122000,"org.eclipse.wst.common.frameworks.ui",1405499748217
started,bundle,org.eclipse.wst.common.core,1.2.0.v200908252030,"org.eclipse.wst.common.core",1405499748249
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1405499748717
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1405499750780
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1405499776728
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1405499776744
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1405499792012
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1405499804827
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1405499809453
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1405499820361
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1405499824658
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1405499824830
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1405499824986
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1405499825908
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1405499828284
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1405499829846
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1405499835128
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1405499835253
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1405499835363
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1405499836629
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1405499837394
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1405499837973
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1405499852538
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1405499853460
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1405499856319
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1405499859601
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1405499862383
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1405499870978
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1405499923405
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.indent",1405499925797
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1405499928913
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.indent",1405499929935
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1405499932291
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1405499933802
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1405499941531
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1405499942934
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1405499945867
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1405499947352
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.indent",1405499947889
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1405499953023
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1405499956169
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1405499968228
